mysql> SELECT createdOn, modifiedOn, DATEDIFF(createdOn, modifiedOn) AS dateDiff, COUNT(*) FROM Account
    -> GROUP BY dateDiff;
+---------------------+---------------------+----------+----------+
| createdOn           | modifiedOn          | dateDiff | COUNT(*) |
| 2014-10-09 20:50:08 | 2015-11-26 11:40:26 |     -413 |        1 |
| 2015-01-04 10:26:00 | 2016-02-13 02:32:17 |     -405 |        2 |
| 2015-06-12 23:55:20 | 2016-07-20 02:41:17 |     -404 |        1 |
| 2015-06-13 03:37:10 | 2016-07-20 01:15:46 |     -403 |        1 |
| 2015-05-18 08:32:03 | 2016-06-23 15:42:37 |     -402 |        1 |
| 2015-04-20 06:02:48 | 2016-05-22 09:02:42 |     -398 |        2 |
| 2015-05-19 16:14:09 | 2016-06-18 11:55:26 |     -396 |        1 |
| 2014-12-14 19:03:27 | 2016-01-13 06:27:39 |     -395 |        1 |
| 2015-05-11 02:55:37 | 2016-06-06 04:52:45 |     -392 |        1 |
| 2015-06-16 11:35:59 | 2016-07-11 08:24:07 |     -391 |        1 |
| 2015-01-08 14:56:08 | 2016-02-02 00:55:58 |     -390 |        1 |
| 2015-08-02 09:07:28 | 2016-08-22 08:23:46 |     -386 |        1 |
| 2015-08-11 05:34:19 | 2016-08-30 04:26:20 |     -385 |        1 |
| 2015-03-26 05:37:20 | 2016-04-11 08:15:23 |     -382 |        2 |
| 2015-07-07 16:02:31 | 2016-07-21 09:41:12 |     -380 |        1 |
| 2015-05-20 13:37:49 | 2016-06-02 02:13:19 |     -379 |        1 |
| 2014-09-26 18:40:11 | 2015-10-08 05:39:33 |     -377 |        1 |
| 2015-07-25 13:58:20 | 2016-07-31 02:52:52 |     -372 |        1 |
| 2015-08-25 15:53:43 | 2016-08-26 00:35:46 |     -367 |        2 |
| 2015-09-10 15:33:19 | 2016-09-10 14:52:44 |     -366 |        1 |
| 2015-01-04 21:12:50 | 2016-01-04 14:41:06 |     -365 |        2 |
| 2015-02-24 10:05:59 | 2016-02-23 19:58:18 |     -364 |        2 |
| 2015-04-05 15:45:35 | 2016-04-02 22:30:28 |     -363 |        1 |
| 2014-10-18 19:24:22 | 2015-10-15 00:08:20 |     -362 |        1 |
| 2015-01-14 21:10:26 | 2016-01-10 20:32:39 |     -361 |        2 |
| 2015-09-06 10:49:44 | 2016-08-31 19:57:16 |     -360 |        3 |
| 2015-02-16 13:53:45 | 2016-02-09 07:41:04 |     -358 |        1 |
| 2015-01-11 23:58:18 | 2016-01-03 00:39:48 |     -357 |        2 |
| 2014-09-29 13:40:57 | 2015-09-20 04:45:35 |     -356 |        2 |
| 2014-12-12 15:07:53 | 2015-11-28 00:17:20 |     -351 |        1 |
| 2014-10-06 10:06:08 | 2015-09-20 18:10:47 |     -349 |        2 |
| 2015-06-28 14:03:56 | 2016-06-10 23:36:32 |     -348 |        1 |
| 2015-07-02 07:28:24 | 2016-06-13 09:15:11 |     -347 |        1 |
| 2014-10-28 01:44:00 | 2015-10-08 22:48:03 |     -345 |        2 |
| 2015-06-21 07:20:50 | 2016-05-30 07:59:47 |     -344 |        1 |
| 2014-11-26 03:14:40 | 2015-11-03 18:56:02 |     -342 |        1 |
| 2014-11-16 23:39:39 | 2015-10-21 01:10:32 |     -339 |        2 |
| 2015-07-24 14:09:37 | 2016-06-24 14:23:42 |     -336 |        1 |
| 2014-12-04 19:26:21 | 2015-11-02 14:10:28 |     -333 |        2 |
| 2015-01-15 04:10:28 | 2015-12-13 20:41:11 |     -332 |        1 |
| 2015-08-03 17:32:40 | 2016-06-27 00:40:00 |     -329 |        1 |
| 2015-04-26 06:43:45 | 2016-03-19 23:50:06 |     -328 |        3 |
| 2015-03-18 06:28:39 | 2016-02-08 04:16:23 |     -327 |        1 |
| 2014-10-28 16:29:53 | 2015-09-19 11:11:30 |     -326 |        3 |
| 2015-08-09 05:46:05 | 2016-06-29 11:11:51 |     -325 |        1 |
| 2014-12-11 21:51:00 | 2015-10-30 02:50:54 |     -323 |        1 |
| 2015-01-17 08:40:54 | 2015-12-05 14:36:52 |     -322 |        1 |
| 2014-09-24 17:08:52 | 2015-08-11 07:25:51 |     -321 |        1 |
| 2015-07-17 17:32:21 | 2016-06-01 07:40:39 |     -320 |        1 |
| 2014-10-10 02:56:44 | 2015-08-23 10:44:47 |     -317 |        3 |
| 2015-11-09 10:55:38 | 2016-09-17 00:53:56 |     -313 |        1 |
| 2014-10-18 17:36:06 | 2015-08-24 08:36:04 |     -310 |        2 |
| 2015-07-30 21:17:19 | 2016-06-02 14:49:47 |     -308 |        1 |
| 2015-08-20 19:19:48 | 2016-06-21 19:24:51 |     -306 |        2 |
| 2014-11-25 15:18:07 | 2015-09-25 16:09:47 |     -304 |        2 |
| 2014-11-23 15:24:50 | 2015-09-19 16:51:55 |     -300 |        1 |
| 2015-03-15 08:51:05 | 2016-01-08 05:37:44 |     -299 |        1 |
| 2014-10-22 00:13:24 | 2015-08-16 15:25:57 |     -298 |        1 |
| 2015-09-16 08:45:17 | 2016-07-08 22:28:11 |     -296 |        4 |
| 2015-03-16 12:52:04 | 2016-01-05 20:59:33 |     -295 |        1 |
| 2015-06-06 13:53:55 | 2016-03-25 06:56:23 |     -293 |        1 |
| 2015-01-21 21:18:46 | 2015-11-09 16:30:47 |     -292 |        3 |
| 2015-09-12 12:55:52 | 2016-06-29 06:22:35 |     -291 |        1 |
| 2015-03-03 13:33:49 | 2015-12-16 06:20:14 |     -288 |        1 |
| 2015-11-23 00:28:54 | 2016-09-04 01:03:17 |     -286 |        1 |
| 2014-12-15 11:08:48 | 2015-09-25 22:08:17 |     -284 |        1 |
| 2014-10-09 02:49:11 | 2015-07-19 09:11:35 |     -283 |        2 |
| 2015-05-06 16:21:21 | 2016-02-12 05:56:45 |     -282 |        1 |
| 2015-01-20 14:31:34 | 2015-10-28 07:11:16 |     -281 |        3 |
| 2015-05-01 04:50:20 | 2016-02-05 09:36:05 |     -280 |        2 |
| 2014-10-25 18:44:41 | 2015-07-31 13:54:21 |     -279 |        1 |
| 2015-10-04 01:18:05 | 2016-07-08 15:21:30 |     -278 |        1 |
| 2015-02-25 12:45:58 | 2015-11-29 20:25:10 |     -277 |        3 |
| 2015-12-05 16:00:36 | 2016-09-04 05:24:09 |     -274 |        2 |
| 2014-09-19 13:10:20 | 2015-06-19 19:24:36 |     -273 |        3 |
| 2015-04-22 03:15:02 | 2016-01-19 00:21:51 |     -272 |        1 |
| 2014-10-28 11:24:15 | 2015-07-25 11:34:52 |     -270 |        1 |
| 2015-11-30 01:42:44 | 2016-08-22 18:10:34 |     -266 |        2 |
| 2015-09-10 10:21:15 | 2016-05-31 11:47:35 |     -264 |        1 |
| 2015-11-24 02:50:16 | 2016-08-13 08:30:42 |     -263 |        2 |
| 2015-11-11 14:19:36 | 2016-07-30 19:02:23 |     -262 |        1 |
| 2015-04-17 11:04:30 | 2016-01-01 00:45:17 |     -259 |        1 |
| 2014-11-28 09:45:23 | 2015-08-12 06:31:42 |     -257 |        1 |
| 2015-12-08 16:16:38 | 2016-08-20 08:59:41 |     -256 |        1 |
| 2015-12-08 03:16:56 | 2016-08-19 17:27:44 |     -255 |        3 |
| 2015-05-04 07:14:53 | 2016-01-13 22:59:57 |     -254 |        3 |
| 2014-10-26 16:16:55 | 2015-07-05 16:55:37 |     -252 |        1 |
| 2015-07-16 06:44:55 | 2016-03-23 21:54:34 |     -251 |        2 |
| 2015-02-08 02:38:51 | 2015-10-16 11:23:07 |     -250 |        1 |
| 2015-04-04 00:35:23 | 2015-12-07 02:27:17 |     -247 |        3 |
| 2015-05-29 15:21:04 | 2016-01-30 23:55:44 |     -246 |        1 |
| 2015-09-01 09:31:03 | 2016-05-03 17:09:33 |     -245 |        3 |
| 2015-08-28 08:03:17 | 2016-04-26 08:14:36 |     -242 |        1 |
| 2015-07-23 04:23:24 | 2016-03-20 09:52:25 |     -241 |        1 |
| 2015-05-01 00:36:58 | 2015-12-25 12:00:22 |     -238 |        3 |
| 2015-11-29 07:32:35 | 2016-07-20 19:49:40 |     -234 |        2 |
| 2015-12-23 14:20:06 | 2016-08-12 15:54:53 |     -233 |        1 |
| 2015-12-25 08:14:41 | 2016-08-13 20:08:15 |     -232 |        1 |
| 2015-08-14 13:20:05 | 2016-04-01 02:34:37 |     -231 |        2 |
| 2016-01-30 22:40:06 | 2016-09-16 02:39:36 |     -230 |        1 |
| 2015-01-18 06:54:57 | 2015-09-01 19:20:33 |     -226 |        1 |
| 2015-04-12 06:01:43 | 2015-11-22 00:54:48 |     -224 |        1 |
| 2015-10-05 21:34:48 | 2016-05-13 11:32:50 |     -221 |        1 |
| 2016-01-24 00:20:00 | 2016-08-31 08:10:15 |     -220 |        1 |
| 2015-07-30 22:45:16 | 2016-03-04 17:53:52 |     -218 |        1 |
| 2014-12-22 17:43:23 | 2015-07-26 11:45:08 |     -216 |        4 |
| 2015-08-09 23:48:01 | 2016-03-10 11:44:22 |     -214 |        2 |
| 2015-11-28 05:07:56 | 2016-06-28 23:15:05 |     -213 |        2 |
| 2015-04-27 05:09:37 | 2015-11-21 10:30:40 |     -208 |        1 |
| 2015-09-08 23:16:24 | 2016-04-02 14:41:51 |     -207 |        1 |
| 2015-05-24 06:26:29 | 2015-12-16 18:57:35 |     -206 |        2 |
| 2015-03-21 11:03:27 | 2015-10-12 10:05:46 |     -205 |        2 |
| 2015-09-01 16:09:52 | 2016-03-22 22:34:39 |     -203 |        3 |
| 2015-03-03 06:18:06 | 2015-09-18 17:40:26 |     -199 |        1 |
| 2015-06-13 14:38:36 | 2015-12-28 01:40:28 |     -198 |        2 |
| 2015-05-28 01:55:50 | 2015-12-11 16:46:34 |     -197 |        1 |
| 2014-12-02 07:44:34 | 2015-06-16 05:03:26 |     -196 |        1 |
| 2015-08-24 19:38:51 | 2016-03-06 12:18:56 |     -195 |        2 |
| 2015-10-07 15:52:14 | 2016-04-18 13:00:05 |     -194 |        1 |
| 2015-09-07 06:36:10 | 2016-03-18 10:39:10 |     -193 |        1 |
| 2015-06-14 04:01:58 | 2015-12-22 01:35:52 |     -191 |        3 |
| 2016-02-19 10:17:17 | 2016-08-25 00:10:16 |     -188 |        1 |
| 2016-01-26 20:12:20 | 2016-07-31 13:26:08 |     -187 |        2 |
| 2014-10-28 14:25:31 | 2015-05-02 18:53:43 |     -186 |        1 |
| 2014-10-17 16:14:48 | 2015-04-19 02:41:52 |     -184 |        1 |
| 2016-03-10 22:27:05 | 2016-09-09 10:08:51 |     -183 |        1 |
| 2014-10-02 04:42:43 | 2015-04-02 21:57:27 |     -182 |        2 |
| 2014-12-13 14:27:38 | 2015-06-11 06:19:54 |     -180 |        2 |
| 2016-01-28 16:04:31 | 2016-07-25 22:48:53 |     -179 |        2 |
| 2015-01-13 13:02:15 | 2015-07-10 15:59:06 |     -178 |        1 |
| 2015-11-12 10:29:09 | 2016-05-07 02:25:01 |     -177 |        1 |
| 2015-02-28 02:35:25 | 2015-08-23 09:24:16 |     -176 |        1 |
| 2015-07-15 17:27:49 | 2016-01-06 16:51:15 |     -175 |        2 |
| 2015-01-28 12:42:37 | 2015-07-21 09:04:22 |     -174 |        1 |
| 2015-02-18 07:47:05 | 2015-08-10 08:31:03 |     -173 |        2 |
| 2016-03-24 02:25:30 | 2016-09-12 03:18:19 |     -172 |        1 |
| 2015-12-03 07:28:48 | 2016-05-22 18:52:21 |     -171 |        2 |
| 2016-01-20 23:27:10 | 2016-07-07 23:01:07 |     -169 |        2 |
| 2015-06-27 17:10:22 | 2015-12-11 21:01:52 |     -167 |        2 |
| 2016-03-31 09:09:05 | 2016-09-13 23:38:07 |     -166 |        1 |
| 2015-04-20 11:37:11 | 2015-09-30 08:28:50 |     -163 |        1 |
| 2015-08-03 10:59:11 | 2016-01-12 17:59:06 |     -162 |        1 |
| 2015-12-16 16:55:41 | 2016-05-24 20:54:40 |     -160 |        2 |
| 2015-12-26 03:11:17 | 2016-06-01 20:45:21 |     -158 |        4 |
| 2014-10-29 22:47:39 | 2015-04-04 10:34:04 |     -157 |        1 |
| 2014-10-20 20:32:04 | 2015-03-25 09:06:36 |     -156 |        4 |
| 2016-01-27 11:29:35 | 2016-06-30 21:23:48 |     -155 |        1 |
| 2014-09-20 17:33:05 | 2015-02-19 05:43:38 |     -152 |        1 |
| 2015-10-06 09:29:25 | 2016-03-02 16:40:16 |     -148 |        2 |
| 2014-10-17 19:21:12 | 2015-03-13 08:27:02 |     -147 |        1 |
| 2015-05-24 01:58:30 | 2015-10-15 20:55:14 |     -144 |        1 |
| 2015-05-19 03:36:48 | 2015-10-08 03:38:11 |     -142 |        4 |
| 2015-05-14 06:20:16 | 2015-10-02 10:21:51 |     -141 |        2 |
| 2015-03-29 00:12:46 | 2015-08-15 04:58:50 |     -139 |        1 |
| 2015-06-17 09:31:20 | 2015-11-02 05:16:45 |     -138 |        1 |
| 2016-04-26 18:42:56 | 2016-09-10 13:05:58 |     -137 |        1 |
| 2016-01-31 08:42:30 | 2016-06-14 14:24:13 |     -135 |        1 |
| 2015-09-28 21:44:04 | 2016-02-09 07:55:21 |     -134 |        1 |
| 2015-09-10 21:49:20 | 2016-01-21 07:17:55 |     -133 |        3 |
| 2016-03-21 23:42:37 | 2016-07-31 12:34:37 |     -132 |        1 |
| 2016-04-21 13:50:19 | 2016-08-29 05:54:04 |     -130 |        2 |
| 2014-09-20 13:13:16 | 2015-01-26 03:43:15 |     -128 |        2 |
| 2016-02-06 21:17:40 | 2016-06-11 04:32:17 |     -126 |        4 |
| 2015-02-17 10:49:11 | 2015-06-22 19:47:47 |     -125 |        3 |
| 2016-02-20 05:41:21 | 2016-06-22 09:27:07 |     -123 |        3 |
| 2016-02-07 19:01:45 | 2016-06-05 14:30:57 |     -119 |        1 |
| 2015-10-15 04:50:17 | 2016-02-10 13:18:42 |     -118 |        2 |
| 2014-10-23 23:01:20 | 2015-02-16 10:17:05 |     -116 |        4 |
| 2015-07-03 07:36:23 | 2015-10-25 22:41:50 |     -114 |        1 |
| 2015-02-14 23:39:57 | 2015-06-06 03:31:30 |     -112 |        1 |
| 2016-01-02 11:43:38 | 2016-04-22 17:20:30 |     -111 |        4 |
| 2015-06-26 21:13:34 | 2015-10-14 22:13:15 |     -110 |        1 |
| 2015-07-12 10:35:34 | 2015-10-29 08:14:23 |     -109 |        2 |
| 2015-05-19 09:31:54 | 2015-09-04 00:42:57 |     -108 |        2 |
| 2016-06-01 04:25:29 | 2016-09-16 17:53:14 |     -107 |        2 |
| 2016-02-09 03:02:40 | 2016-05-25 04:10:08 |     -106 |        3 |
| 2015-03-24 12:27:07 | 2015-07-07 09:00:04 |     -105 |        1 |
| 2015-07-07 00:16:38 | 2015-10-19 22:46:50 |     -104 |        1 |
| 2015-06-18 03:42:43 | 2015-09-29 00:42:22 |     -103 |        1 |
| 2014-10-03 02:47:13 | 2015-01-11 17:10:33 |     -100 |        2 |
| 2014-11-07 13:25:10 | 2015-02-14 15:39:15 |      -99 |        1 |
| 2015-07-10 11:58:42 | 2015-10-16 05:54:27 |      -98 |        1 |
| 2015-09-09 19:35:53 | 2015-12-15 05:25:30 |      -97 |        1 |
| 2014-11-18 03:11:46 | 2015-02-21 17:22:27 |      -95 |        1 |
| 2014-12-31 06:34:31 | 2015-04-04 05:54:48 |      -94 |        2 |
| 2015-08-30 21:39:10 | 2015-11-30 14:24:12 |      -92 |        2 |
| 2015-02-17 08:39:56 | 2015-05-19 21:04:19 |      -91 |        1 |
| 2016-03-13 22:28:37 | 2016-06-11 23:54:04 |      -90 |        1 |
| 2014-12-19 10:16:34 | 2015-03-17 04:52:35 |      -88 |        1 |
| 2015-12-27 23:28:37 | 2016-03-23 08:01:09 |      -87 |        2 |
| 2015-12-25 21:35:38 | 2016-03-20 06:42:05 |      -86 |        1 |
| 2015-05-30 15:54:09 | 2015-08-23 04:10:53 |      -85 |        1 |
| 2015-04-09 05:24:19 | 2015-07-02 16:17:57 |      -84 |        1 |
| 2015-08-05 11:50:34 | 2015-10-27 22:38:27 |      -83 |        1 |
| 2014-11-01 23:30:12 | 2015-01-21 10:57:09 |      -81 |        1 |
| 2015-08-24 01:24:26 | 2015-11-10 00:22:16 |      -78 |        1 |
| 2016-02-17 08:31:02 | 2016-05-04 04:29:12 |      -77 |        1 |
| 2016-03-20 18:27:37 | 2016-06-04 22:17:47 |      -76 |        2 |
| 2016-06-15 22:45:58 | 2016-08-27 07:46:15 |      -73 |        1 |
| 2014-10-21 21:19:32 | 2015-01-01 01:36:41 |      -72 |        1 |
| 2014-09-22 02:34:12 | 2014-12-02 00:42:10 |      -71 |        2 |
| 2015-09-17 05:30:11 | 2015-11-26 02:40:07 |      -70 |        2 |
| 2015-06-10 11:08:08 | 2015-08-18 09:40:46 |      -69 |        3 |
| 2015-07-30 11:24:03 | 2015-10-06 12:15:10 |      -68 |        3 |
| 2015-07-10 23:52:35 | 2015-09-14 17:01:10 |      -66 |        2 |
| 2016-01-02 20:11:44 | 2016-03-07 02:53:26 |      -65 |        1 |
| 2015-08-30 01:26:22 | 2015-10-30 15:05:43 |      -61 |        3 |
| 2016-01-06 13:54:00 | 2016-03-06 16:08:56 |      -60 |        3 |
| 2015-11-24 01:50:36 | 2016-01-22 22:07:51 |      -59 |        1 |
| 2016-04-08 13:13:46 | 2016-06-05 22:26:40 |      -58 |        2 |
| 2014-12-17 22:34:56 | 2015-02-12 21:17:15 |      -57 |        2 |
| 2015-06-12 07:08:39 | 2015-08-07 14:55:22 |      -56 |        2 |
| 2016-03-25 15:11:24 | 2016-05-19 21:45:34 |      -55 |        2 |
| 2015-06-17 16:36:42 | 2015-08-10 18:09:56 |      -54 |        2 |
| 2016-06-18 13:30:28 | 2016-08-10 22:41:33 |      -53 |        1 |
| 2015-10-30 13:59:44 | 2015-12-21 04:47:12 |      -52 |        3 |
| 2015-12-30 07:23:08 | 2016-02-18 09:04:52 |      -50 |        1 |
| 2014-10-09 15:17:58 | 2014-11-27 21:29:31 |      -49 |        1 |
| 2015-08-14 19:07:59 | 2015-10-01 12:31:01 |      -48 |        3 |
| 2016-06-24 14:25:29 | 2016-08-09 11:34:19 |      -46 |        2 |
| 2014-12-04 19:46:20 | 2015-01-18 13:31:45 |      -45 |        3 |
| 2015-12-06 15:45:14 | 2016-01-19 14:36:00 |      -44 |        1 |
| 2015-03-22 14:36:30 | 2015-05-04 16:46:06 |      -43 |        1 |
| 2015-12-02 16:52:35 | 2016-01-13 22:32:32 |      -42 |        2 |
| 2014-10-31 14:03:30 | 2014-12-10 09:06:28 |      -40 |        2 |
| 2016-06-22 22:23:18 | 2016-07-30 07:48:59 |      -38 |        1 |
| 2015-11-03 08:38:36 | 2015-12-09 09:03:30 |      -36 |        1 |
| 2016-03-10 10:31:49 | 2016-04-14 22:03:45 |      -35 |        2 |
| 2015-06-12 11:02:56 | 2015-07-16 06:38:21 |      -34 |        2 |
| 2015-08-31 14:48:18 | 2015-10-03 23:43:22 |      -33 |        1 |
| 2016-01-26 11:16:29 | 2016-02-27 03:29:52 |      -32 |        1 |
| 2015-04-29 00:20:46 | 2015-05-30 09:34:34 |      -31 |        1 |
| 2015-05-19 14:10:18 | 2015-06-18 23:08:18 |      -30 |        1 |
| 2015-11-18 11:32:03 | 2015-12-17 00:20:25 |      -29 |        1 |
| 2016-05-26 11:14:14 | 2016-06-22 16:03:52 |      -27 |        4 |
| 2016-07-17 07:02:17 | 2016-08-12 15:49:21 |      -26 |        1 |
| 2015-08-31 02:07:23 | 2015-09-24 05:30:24 |      -24 |        3 |
| 2016-02-04 11:18:19 | 2016-02-27 03:33:26 |      -23 |        2 |
| 2016-02-29 06:59:39 | 2016-03-22 23:38:28 |      -22 |        2 |
| 2015-12-27 17:03:23 | 2016-01-15 17:35:16 |      -19 |        4 |
| 2014-11-27 02:07:48 | 2014-12-15 02:29:57 |      -18 |        2 |
| 2015-06-12 23:15:19 | 2015-06-29 03:50:13 |      -17 |        1 |
| 2016-05-20 06:39:53 | 2016-06-02 10:40:16 |      -13 |        3 |
| 2016-01-07 11:26:41 | 2016-01-19 18:21:24 |      -12 |        2 |
| 2015-04-27 17:47:06 | 2015-05-08 08:14:15 |      -11 |        1 |
| 2015-03-08 00:55:19 | 2015-03-16 02:42:14 |       -8 |        1 |
| 2015-11-26 00:47:07 | 2015-12-03 23:55:54 |       -7 |        1 |
| 2016-06-29 12:07:32 | 2016-07-03 08:03:04 |       -4 |        2 |
| 2015-04-09 10:34:58 | 2015-04-12 16:49:55 |       -3 |        2 |
| 2015-06-13 07:45:54 | 2015-06-14 11:52:17 |       -1 |        1 |
